Application order,Daytime/evening attendance,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Marital status_1,Marital status_2,Application mode_1,Application mode_8,Application mode_12,Application mode_14,Application mode_15,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Course_11,Course_12,Course_14,Course_15,Course_16,Course_17,Previous qualification_1,Previous qualification_12,Previous qualification_14,Nacionality_1,Mother's qualification_1,Mother's qualification_3,Mother's qualification_13,Mother's qualification_22,Mother's qualification_23,Father's qualification_1,Father's qualification_3,Father's qualification_14,Father's qualification_27,Father's qualification_28,Mother's occupation_1,Mother's occupation_3,Mother's occupation_4,Mother's occupation_5,Mother's occupation_6,Mother's occupation_8,Mother's occupation_10,Father's occupation_2,Father's occupation_3,Father's occupation_4,Father's occupation_5,Father's occupation_6,Father's occupation_7,Father's occupation_8,Father's occupation_9,Father's occupation_10,Father's occupation_11,Target
0.375,1,1,0,0,1,0,0,0.06666666666666671,0,0.0,0.19230769230769232,0.26666666666666666,0.07692307692307693,0.7152317880794702,0.0,0.0,0.21739130434782608,0.36363636363636365,0.25,0.6076923076923076,0.08333333333333333,0.37209302325581406,0.4888888888888888,0.7661822985468957,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,1,0,0,0,1,1,0,0.04444444444444445,0,0.0,0.23076923076923078,0.26666666666666666,0.15384615384615385,0.6490066225165563,0.0,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.5923076923076923,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Graduate
0.125,1,1,0,0,1,0,1,0.11111111111111116,0,0.0,0.19230769230769232,0.17777777777777778,0.15384615384615385,0.6357615894039735,0.0,0.0,0.21739130434782608,0.24242424242424243,0.2,0.6138461538461538,0.16666666666666666,0.9999999999999999,0.24444444444444446,0.4147952443857331,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.125,1,1,0,0,1,0,0,0.022222222222222254,0,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.8079470198675497,0.0,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.8211538461538461,0.0,0.0,0.7555555555555555,0.5785997357992074,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Graduate
0.0,1,0,0,0,1,1,0,0.4,0,0.8500000000000001,0.6923076923076923,0.4444444444444445,0.6923076923076923,0.612214863870493,0.0,0.5789473684210527,0.5652173913043478,0.3939393939393939,0.65,0.6254437869822486,0.0,0.9186046511627907,0.7999999999999999,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Graduate
0.0,1,1,0,0,1,0,0,0.04444444444444445,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7505518763796909,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7358974358974358,0.0,0.0,0.7555555555555555,0.5785997357992074,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Graduate
0.5,1,1,0,0,1,0,1,0.04444444444444445,0,0.0,0.2692307692307693,0.2,0.2692307692307693,0.7156102175969725,0.0,0.0,0.34782608695652173,0.36363636363636365,0.4,0.7026923076923077,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,1,0,0,0,1,0,0,0.06666666666666671,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6622516556291391,0.0,0.0,0.2608695652173913,0.30303030303030304,0.25,0.7628205128205128,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Graduate
0.125,1,1,0,0,1,1,0,0.022222222222222254,0,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.6993377483443708,0.0,0.0,0.2608695652173913,0.18181818181818182,0.25,0.6353846153846153,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Graduate
0.0,1,1,0,0,1,0,0,0.022222222222222254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,0,0,0,0,1,0,0,0.6444444444444446,0,0.0,0.23076923076923078,0.2,0.23076923076923078,0.7064017660044151,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.6371794871794871,0.0,0.0,0.7555555555555555,0.5785997357992074,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Graduate
0.0,1,0,0,0,1,0,0,0.022222222222222254,0,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.7652980132450331,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7778076923076923,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Graduate
0.0,1,1,0,0,1,0,1,0.04444444444444445,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6887417218543046,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Graduate
0.0,1,0,0,0,1,0,0,0.04444444444444445,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.7947019867549668,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.8413461538461537,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Graduate
0.0,1,1,0,1,1,1,0,0.0888888888888889,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.8098391674550616,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.8166666666666665,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Graduate
0.0,1,0,0,0,1,0,0,0.022222222222222254,0,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.7447492904446549,0.0,0.0,0.34782608695652173,0.2727272727272727,0.4,0.7861538461538461,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Graduate
0.0,0,0,0,0,1,1,0,0.20000000000000007,0,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.6675496688741722,0.0,0.0,0.21739130434782608,0.21212121212121213,0.25,0.7384615384615384,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Graduate
0.5,1,1,0,0,1,0,0,0.04444444444444445,0,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.7598013245033113,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7722211538461539,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Graduate
0.0,1,0,0,0,1,0,1,0.1777777777777778,0,0.0,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.5562913907284768,0.0,0.0,0.21739130434782608,0.21212121212121213,0.25,0.6246153846153846,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,1,0,0,0,0,0,1,0.04444444444444445,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7328918322295807,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7692307692307692,0.0,0.15116279069767458,0.4888888888888888,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Graduate
0.25,1,1,0,0,1,0,0,0.022222222222222254,0,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7061494796594133,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7176923076923076,0.0,0.5930232558139535,1.0,0.3117569352708058,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,1,0,0,0,1,1,0,0.9555555555555557,0,0.8500000000000001,0.6923076923076923,0.4,0.6923076923076923,0.7476085356880059,0.0,0.5789473684210527,0.5652173913043478,0.3939393939393939,0.65,0.7662721893491123,0.0,0.9186046511627907,0.7999999999999999,0.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Graduate
0.0,1,0,0,0,1,0,1,0.04444444444444445,0,0.0,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.6801324503311258,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.8346153846153845,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Graduate
0.0,1,0,0,0,1,1,0,0.5333333333333333,0,0.9,0.7307692307692308,0.4222222222222222,0.7307692307692308,0.6720111537120949,0.0,0.631578947368421,0.5652173913043478,0.3939393939393939,0.65,0.6668639053254437,0.0,0.9186046511627907,0.7999999999999999,0.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Graduate
0.125,1,1,0,0,1,0,0,0.022222222222222254,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.7328918322295807,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7538461538461538,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Graduate
0.0,1,1,0,0,1,0,0,0.04444444444444445,0,0.0,0.23076923076923078,0.17777777777777778,0.15384615384615385,0.7629139072847683,0.0,0.0,0.2608695652173913,0.18181818181818182,0.25,0.7,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Graduate
0.0,1,0,0,0,1,1,0,0.8444444444444446,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7682119205298014,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7269230769230769,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Graduate
0.0,1,1,0,0,1,0,1,0.022222222222222254,0,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.749205298013245,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.761451923076923,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,0,0,0,1,1,0,0,0.06666666666666671,0,0.15000000000000002,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7328918322295807,0.0,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7846153846153845,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Graduate
0.0,1,0,0,0,1,0,0,0.022222222222222254,0,0.0,0.19230769230769232,0.11111111111111112,0.15384615384615385,0.5827814569536424,0.0,0.0,0.21739130434782608,0.15151515151515152,0.2,0.5923076923076923,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Graduate
0.0,1,1,0,0,1,0,0,0.04444444444444445,0,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.7310501419110691,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7945673076923077,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Graduate
0.0,1,1,0,0,1,0,1,0.06666666666666671,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6206244087038789,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.6798076923076922,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,1,0,0,0,1,1,1,0.24444444444444446,0,0.0,0.19230769230769232,0.26666666666666666,0.11538461538461539,0.5298013245033113,0.0,0.0,0.21739130434782608,0.30303030303030304,0.15000000000000002,0.6676923076923077,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.375,1,1,0,0,1,0,0,0.022222222222222254,0,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.6763796909492273,0.0,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.6874358974358973,0.0,0.0,0.7555555555555555,0.5785997357992074,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,1,1,0,0,1,1,0,0.06666666666666671,0,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.6781456953642384,0.0,0.0,0.21739130434782608,0.2727272727272727,0.2,0.7358974358974358,0.08333333333333333,0.37209302325581406,0.4888888888888888,0.7661822985468957,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.125,0,1,0,0,1,0,1,0.04444444444444445,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.5739514348785872,0.0,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.6192307692307691,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Graduate
