Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,Department_Business,Department_CS,Department_Engineering,Department_Mathematics,Parent_Education_Level_Bachelor's,Parent_Education_Level_High School,Parent_Education_Level_Master's,Parent_Education_Level_PhD,Family_Income_Level_High,Family_Income_Level_Low,Family_Income_Level_Medium,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_at_Home_No,Internet_Access_at_Home_Yes,Target
1.0,0.0,0.45649129825965207,0.09087877271969313,0.06586626646656668,0.7569513902780558,0.45969193838767763,0.53,0.1780356071214244,0.17987390283100502,0.704,0.1111111111111111,0.8,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,Dropout
1.0,0.833333333333333,0.14682936587317474,0.45822911455727855,0.009504752376188086,0.16923384676935394,0.09861972394478902,0.97,0.17483496699339884,0.14389912226480406,0.748,0.8888888888888888,0.05999999999999994,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,Dropout
1.0,0.0,0.7681536307261454,0.7492079373019844,0.6094714023678507,0.2792558511702341,0.2172434486897381,0.7070000000000001,0.5479095819163835,0.5329909304442619,0.8760000000000001,0.6666666666666665,0.78,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,Graduate
0.0,1.0,0.23884776955391107,0.6896781724195431,0.06436551609137897,0.13922784556911383,0.6851370274054813,0.06,0.07681536307261472,0.1347171804583105,0.9359999999999999,0.4444444444444445,0.45999999999999996,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,Dropout
0.0,0.6666666666666665,0.878975795159032,0.40787060196765057,0.2552943138235785,0.5013002600520107,0.746749349869974,0.355,0.21864372874574922,0.29099000887849935,0.05199999999999999,0.5555555555555556,0.94,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,Enrolled
1.0,0.33333333333333304,0.6725345069013804,0.64098716024679,0.3268300817075205,0.7085417083416685,0.3358671734346872,0.11599999999999999,0.7419483896779357,0.5005338338259588,0.34400000000000003,0.4444444444444445,0.6400000000000001,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,Graduate
0.0,0.33333333333333304,0.841368273654731,0.07803901950975489,0.2774720693680174,0.510502100420084,0.31006201240248066,0.725,0.7895579115823166,0.4182897088076958,0.424,0.4444444444444445,0.40000000000000013,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,Enrolled
0.0,1.0,0.7987597519503902,0.18042354510588632,0.43054860763715186,0.6939387877575516,0.6455291058211643,0.075,0.9579915983196641,0.5429146203036672,0.10399999999999998,0.4444444444444445,0.52,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,Graduate
1.0,0.6666666666666665,0.9611922384476899,0.7998999499749875,0.38452559613139914,0.1634326865373077,0.42468493698739773,0.7230000000000001,0.2990598119623926,0.3891367626069073,0.6840000000000002,0.3333333333333333,0.8,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,Enrolled
1.0,0.6666666666666665,0.8131626325265053,0.4288811072202767,0.4724028681007171,0.12582516503300667,0.9149829965993199,0.44,0.3942788557711543,0.3927780712302902,0.6279999999999999,1.0,0.09999999999999998,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,Enrolled
1.0,0.5,0.6779355871174237,0.6004669001167251,0.42387860596965155,0.6227245449089818,0.26385277055411094,0.134,0.504500900180036,0.4244709425819577,0.252,0.2222222222222222,0.019999999999999907,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,Enrolled
1.0,1.0,0.1924384876975398,0.7323661830915458,0.05802901450725373,0.029405881176235216,0.3372674534906983,0.042,0.24844968993798777,0.13944863394733575,0.776,0.5555555555555556,0.41999999999999993,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,Dropout
0.0,1.0,0.8505701140228048,0.4298816074704017,0.3244955811238953,0.45869173834766985,0.35687137427485505,0.149,0.4342868573714742,0.3173108261499902,0.29600000000000004,0.6666666666666665,0.31999999999999984,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,Enrolled
0.0,0.0,0.7607521504300863,0.33933633483408365,0.3346673336668333,0.154630926185237,0.39947989597919586,0.015,0.19723944788957803,0.16100428190921456,0.8720000000000001,0.7777777777777777,1.0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,Dropout
1.0,0.5,0.42308461692338484,0.8749374687343672,0.18726029681507428,0.6685337067413484,0.6087217443488699,0.008,0.8503700740148032,0.5491295698985152,0.08399999999999996,0.4444444444444445,0.15999999999999992,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,Graduate
1.0,0.833333333333333,0.5637127425485098,0.17508754377188596,0.24445556111389033,0.013802760552110493,0.6317263452690538,0.252,0.25665133026605336,0.14641657020195775,0.008000000000000007,0.8888888888888888,0.44000000000000017,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,Dropout
0.0,1.0,0.3216643328665736,0.3395030848757712,0.4443888610972153,0.03180636127225456,0.9415883176635327,0.08100000000000002,0.06221244248849778,0.20012587239685775,0.8880000000000001,1.0,0.8800000000000001,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,Dropout
1.0,0.5,0.48149629925985216,0.745205936301484,0.8404202101050524,0.04240848169633926,0.3688737747549511,0.631,0.44888977795559115,0.545207296103575,0.996,0.2222222222222222,0.24,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,Graduate
1.0,0.5,0.2854570914182839,0.9177922294480574,0.43488410872102734,0.10602120424084815,0.40768153630726145,0.413,0.35027005401080236,0.40077995931624333,0.464,0.8888888888888888,0.45999999999999996,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,Enrolled
0.0,0.16666666666666652,0.218843768753751,0.8147407036851759,0.034017008504252155,0.5797159431886378,0.10562112422484504,0.455,0.15643128625725145,0.23013295271918066,0.6240000000000001,1.0,0.3400000000000001,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,Enrolled
0.0,0.5,0.7981596319263853,0.3646823411705853,0.07387026846756706,0.2320464092818566,0.8439687937587519,0.523,0.000600120024004891,0.1320423920250846,0.9000000000000001,0.5555555555555556,0.26,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,Dropout
1.0,0.5,0.48149629925985216,0.24162081040520256,0.26563281640820413,0.21664332866573321,0.23384676935387083,0.12300000000000001,0.11842368473694753,0.09539329504714589,0.22799999999999998,0.6666666666666665,0.28,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,Dropout
1.0,0.16666666666666652,0.8257651530306065,0.5599466399866599,0.5569451392362847,0.3480696139227848,0.42968593718743775,0.504,0.08801760352070431,0.3346519965385091,0.03999999999999998,1.0,0.6800000000000002,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,Enrolled
0.0,0.0,0.5359071814362875,0.6865099216274804,0.47990661997665507,0.839367873574715,0.10422084416883393,0.77,0.7387477495499102,0.6297665741354703,0.6599999999999999,0.7777777777777777,0.74,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,Graduate
1.0,0.6666666666666665,0.8785757151430289,0.48791062197765545,0.8370852092713021,0.8223644728945789,0.012202440488097599,0.855,0.6729345869173835,0.6841389541352452,0.16799999999999998,0.5555555555555556,0.30000000000000004,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,Graduate
1.0,0.833333333333333,0.049009801960392174,0.27930631982657994,0.038019009504752344,0.14522904580916185,0.40788157631526323,0.136,0.27745549109821965,0.08889738028074046,0.696,0.4444444444444445,0.15999999999999992,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,Dropout
1.0,0.833333333333333,0.0952190438087619,0.07570451892612973,0.39719859929964985,0.2694538907781556,0.33486697339467897,0.02,0.35487097419483904,0.19456276200002254,0.27999999999999997,1.0,0.3800000000000001,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,Dropout
0.0,0.16666666666666652,0.9335867173434691,0.25112556278139064,0.2826413206603302,0.44908981796359293,0.36647329465893175,0.537,0.046409281856371276,0.17937940412906417,0.14,0.1111111111111111,0.40000000000000013,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,Dropout
0.0,0.16666666666666652,0.8485697139427888,0.017175254293813502,0.296314824078706,0.00980196039207848,0.05881176235247043,0.179,0.2162432486497301,0.04508929073152079,0.76,0.8888888888888888,0.76,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,Dropout
0.0,0.5,0.6953390678135627,0.0897115224278805,0.5025846256461566,0.24344868973794775,0.36347269453890796,0.968,0.519103820764153,0.39364344395868667,0.26,0.4444444444444445,0.05999999999999994,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,Enrolled
0.0,0.0,0.8893778755751152,0.43054860763715186,0.19326329831582467,0.41248249649930013,0.4928985797159433,0.261,0.08281656331266274,0.17482776834983538,0.8160000000000001,1.0,0.5,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,Dropout
0.0,0.16666666666666652,0.046609321864373054,0.12306153076538262,0.6656661664165417,0.6979395879175836,0.3516703340668135,0.636,0.04620924184836972,0.33389900987873555,0.776,0.6666666666666665,0.019999999999999907,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,Enrolled
1.0,0.33333333333333304,0.47689537907581525,0.6228114057028515,0.03535100883775233,0.2960592118423686,0.15523104620924189,0.385,0.8737747549509904,0.38348374335517366,0.39599999999999996,0.5555555555555556,0.6400000000000001,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,Enrolled
0.0,0.16666666666666652,0.19703940788157648,0.6925129231282308,0.898782724695681,0.6121224244848971,0.6487297459491901,0.153,0.5335067013402681,0.6564919812540035,0.5840000000000001,1.0,0.9800000000000002,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,Graduate
1.0,0.16666666666666652,0.021604320864172966,0.5436051359012841,0.8967817241954312,0.5197039407881578,0.5863172634526908,0.069,0.5303060612122428,0.5926005012418663,0.9840000000000002,0.8888888888888888,0.18000000000000005,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,Graduate
1.0,0.6666666666666665,0.8931786357271456,0.41637485409371333,0.06936801734200437,0.2670534106821365,0.26525305061012205,0.10400000000000001,0.35787157431486305,0.15519392216140893,0.308,1.0,0.6800000000000002,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,Dropout
1.0,0.5,0.39007801560312094,0.9411372352843088,0.8177422044355511,0.7159431886377279,0.5513102620524106,0.219,0.30486097219443886,0.6163476775418917,0.6000000000000001,0.0,0.78,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,Graduate
1.0,0.16666666666666652,0.7509501900380078,0.03635150908787721,0.15024178756044693,0.30746149229846,0.4648929785957192,0.217,0.3234646929385878,0.13595342721316261,0.9240000000000002,0.8888888888888888,0.040000000000000036,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,Dropout
0.0,0.833333333333333,0.6459291858371676,0.24662331165582796,0.6249791562447891,0.23364672934586928,0.3000600120024006,0.049,0.752750550110022,0.4333157261825822,0.732,0.1111111111111111,0.54,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,Enrolled
0.0,0.16666666666666652,0.25465093018603735,0.06870101717525423,0.0917125229281307,0.5797159431886378,0.015403080616123388,0.099,0.9087817563512706,0.30219489992020576,0.027999999999999997,0.4444444444444445,0.14,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,Enrolled
0.0,0.833333333333333,0.017403480696139395,0.21694180423545106,0.10755377688844425,0.9513902780556114,0.3020604120824164,0.154,0.2110422084416883,0.2033401139594735,0.6679999999999999,0.8888888888888888,0.9800000000000002,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,Dropout
1.0,0.5,0.598119623924785,0.5716191429047857,0.8177422044355511,0.4130826165233048,0.38847769553910805,0.035,0.24204840968193642,0.4304386428258351,0.7,0.8888888888888888,0.040000000000000036,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,Enrolled
0.0,0.16666666666666652,0.30566113222644553,0.05836251459062858,0.6443221610805403,0.26825365073014606,0.29945989197839573,0.532,0.46529305861172254,0.3649175648186649,0.068,0.0,0.4800000000000002,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,Enrolled
1.0,0.6666666666666665,0.6645329065813166,0.2532933133233283,0.8650992162748041,0.8457691538307663,0.9295859171834369,0.008,0.2898579715943188,0.5288438845120758,0.236,0.5555555555555556,0.54,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,Graduate
0.0,0.0,0.4200840168033608,0.13773553443388353,0.26529931632482917,0.4258851770354073,0.973594718943789,0.845,0.9453890778155634,0.5525685835983771,0.18,0.4444444444444445,0.15999999999999992,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,Graduate
1.0,0.6666666666666665,0.015403080616123388,0.6183091545772885,0.11305652826413204,0.6883376675335067,0.8791758351670336,0.295,0.2900580116023206,0.3493408557075266,0.06,0.0,0.3800000000000001,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,Enrolled
0.0,0.6666666666666665,0.7719543908781756,0.19076204769051186,0.05402701350675343,0.4770954190838168,0.5839167833566714,0.498,0.14462892578515696,0.14801245237640348,0.124,1.0,0.8399999999999999,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,Dropout
0.0,0.0,0.8819763952790558,0.7235284308821077,0.13306653326663342,0.093618723744749,0.541108221644329,0.005,0.27545509101820387,0.20162060710954277,0.716,0.0,0.09999999999999998,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,Dropout
0.0,0.16666666666666652,0.19203840768153646,0.8182424545606137,0.49157912289478056,0.7667533506701341,0.1628325665133028,0.159,0.8267653530706143,0.6156845997370164,0.552,0.1111111111111111,0.5,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,Graduate
1.0,0.16666666666666652,0.37987597519503913,0.1562447890611972,0.06286476571619148,0.11002200440088017,0.35907181436287283,0.689,0.09181836367273477,0.06054237516717409,0.976,0.3333333333333333,0.31999999999999984,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,Dropout
0.0,0.33333333333333304,0.9823964792958595,0.28430882107720523,0.10938802734700681,0.6469293858771756,0.7445489097819564,0.061,0.16903380676135238,0.19137099765113108,0.09199999999999997,0.3333333333333333,0.6000000000000001,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,Dropout
1.0,0.5,0.8479695939187841,0.9051192262798067,0.32916458229114554,0.6063212642528508,0.5831166233246652,0.41200000000000003,0.5239047809561914,0.5250452353926207,0.12799999999999995,0.6666666666666665,0.54,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,Graduate
1.0,0.833333333333333,0.5637127425485098,0.17508754377188596,0.24445556111389033,0.013802760552110493,0.6317263452690538,0.252,0.25665133026605336,0.14641657020195775,0.008000000000000007,0.8888888888888888,0.44000000000000017,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,Dropout
0.0,0.6666666666666665,0.9031806361272257,0.925796231449058,0.14590628647657156,0.47949589917983615,0.440488097619524,0.48,0.38827765553110627,0.3919913687499297,0.3,0.0,0.24,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,Enrolled
0.0,0.16666666666666652,0.8315663132626527,0.7231949307987326,0.543271635817909,0.41168233646729346,0.7333466693338668,0.439,0.8045609121824366,0.6421290416839924,0.724,0.2222222222222222,0.15999999999999992,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,Graduate
0.0,0.833333333333333,0.8491698339667935,0.47840586960146725,0.28530932132733033,0.725345069013803,0.8861772354470896,0.36200000000000004,0.8849769953990798,0.5941963834163115,0.10799999999999998,0.4444444444444445,0.30000000000000004,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,Graduate
0.0,0.33333333333333304,0.22524504900980213,0.6978489244622312,0.08587627146906784,0.11022204440888173,0.5725145029005803,0.106,0.29625925185037016,0.20521696130547662,0.736,0.8888888888888888,0.9600000000000002,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,Dropout
0.0,0.5,0.3688737747549511,0.2621310655327663,0.08337502084375525,0.7949589917983597,0.17223444688937795,0.49400000000000005,0.01700340068013606,0.13617819935040854,0.448,0.5555555555555556,0.8600000000000001,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,Dropout
0.0,0.6666666666666665,0.23684736947389484,0.7862264465566118,0.8812739703184926,0.8803760752150434,0.576515303060612,0.5650000000000001,0.5783156631326265,0.7680463929691277,0.6279999999999999,0.8888888888888888,0.040000000000000036,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,Graduate
0.0,0.0,0.23064612922584526,0.24962481240620304,0.7453726863431716,0.47909581916383304,0.6755351070214044,0.336,0.15583116623324678,0.3890918081794579,0.428,0.0,0.14,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,Enrolled
1.0,0.16666666666666652,0.7237447489497901,0.32466233116558274,0.09804902451225617,0.9233846769353871,0.8657731546309264,0.08299999999999999,0.7949589917983597,0.4693916542105441,0.5759999999999998,0.8888888888888888,0.76,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,Graduate
0.0,0.5,0.3688737747549511,0.2621310655327663,0.08337502084375525,0.7949589917983597,0.17223444688937795,0.49400000000000005,0.01700340068013606,0.13617819935040854,0.448,0.5555555555555556,0.8600000000000001,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,Dropout
0.0,0.16666666666666652,0.8917783556711345,0.5842921460730366,0.32216108054027015,0.408881776355271,0.5795159031806363,0.596,0.6543308661732345,0.4887782510479999,0.8280000000000001,0.4444444444444445,0.28,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,Graduate
1.0,0.833333333333333,0.0352070414082819,0.9863264965816243,0.2507920626980157,0.9697939587917586,0.2584516903380678,0.8470000000000001,0.23564712942588528,0.4915541869429867,0.132,0.3333333333333333,0.28,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,Graduate
0.0,0.5,0.7739547909581919,0.049858262464565484,0.024012006003001574,0.43268653730746154,0.09221844368873788,0.413,0.6277255451090218,0.19996853190078534,0.06,1.0,0.30000000000000004,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,Dropout
1.0,0.833333333333333,0.13022604520904202,0.47673836918459234,0.10255127563781885,0.02240448089617919,0.7533506701340269,0.142,0.0672134426885378,0.09848391193427641,0.36799999999999994,0.2222222222222222,0.8800000000000001,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,Dropout
0.0,0.16666666666666652,0.44028805761152245,0.830081707520427,0.5939636484909121,0.5349069813962792,0.3642728545709142,0.015,0.4942988597719544,0.5078838827138985,0.8760000000000001,1.0,0.72,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,Graduate
1.0,0.5,0.23844768953790774,0.8572619643154913,0.6329831582457894,0.1018203640728148,0.17583516703340685,0.392,0.21804360872174433,0.3816068960091705,0.17200000000000004,0.6666666666666665,0.6800000000000002,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,Enrolled
0.0,0.33333333333333304,0.4842968593718746,0.7680506920126731,0.2327830581957645,0.4688937787557512,0.39347869573914807,0.363,0.09641928385677145,0.27077175513323337,0.9720000000000002,0.3333333333333333,0.14,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,Enrolled
1.0,1.0,0.36547309461892397,0.9971652492913123,0.07870601967650492,0.1104220844168835,0.026405281056211427,0.195,0.27905581116223255,0.20619472010249607,0.5,1.0,0.21999999999999997,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,Dropout
0.0,0.5,0.6179235847169438,0.597798899449725,0.4157078539269634,0.14942988597719542,0.6635327065413084,0.335,0.7159431886377279,0.4801807167983456,0.6679999999999999,0.7777777777777777,0.9600000000000002,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,Graduate
1.0,0.33333333333333304,0.44388877775555136,0.5582791395697848,0.11672502918125727,0.9357871574314864,0.025205041008201645,0.215,0.054410882176435305,0.1957652929342879,0.26399999999999996,0.2222222222222222,0.31999999999999984,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,Dropout
0.0,0.16666666666666652,0.9193838767753553,0.45506086376521604,0.28147407036851757,0.20524104820964206,0.4934986997399482,0.319,0.012002400480096043,0.15729554164465775,0.49599999999999994,0.8888888888888888,0.08000000000000007,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,Dropout
1.0,1.0,0.02080416083216652,0.32733033183258287,0.15857928964482249,0.21484296859371899,0.8889777955591118,0.436,0.15183036607321476,0.19639465491857622,0.724,0.2222222222222222,0.8600000000000001,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,Dropout
1.0,1.0,0.05841168233646732,0.005502751375687787,0.07753876938469229,0.5987197439487899,0.7957591518303662,0.227,0.17363472694538906,0.14210094516683713,0.24799999999999994,0.3333333333333333,0.74,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,Dropout
1.0,1.0,0.1924384876975398,0.7323661830915458,0.05802901450725373,0.029405881176235216,0.3372674534906983,0.042,0.24844968993798777,0.13944863394733575,0.776,0.5555555555555556,0.41999999999999993,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,Dropout
1.0,0.833333333333333,0.0952190438087619,0.07570451892612973,0.39719859929964985,0.2694538907781556,0.33486697339467897,0.02,0.35487097419483904,0.19456276200002254,0.27999999999999997,1.0,0.3800000000000001,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,Dropout
0.0,0.833333333333333,0.6459291858371676,0.24662331165582796,0.6249791562447891,0.23364672934586928,0.3000600120024006,0.049,0.752750550110022,0.4333157261825822,0.732,0.1111111111111111,0.54,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,Enrolled
1.0,0.5,0.7285457091418286,0.12189428047356998,0.42604635651158906,0.049009801960392174,0.02980596119223855,0.026000000000000002,0.1780356071214244,0.08325559963586904,0.6719999999999999,1.0,0.94,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,Dropout
0.0,0.33333333333333304,0.7339467893578717,0.5014173753543438,0.01950975487743878,0.33866773354670965,0.7635527105421085,0.156,0.23524704940988195,0.18815675608851534,0.4559999999999999,0.5555555555555556,0.74,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,Dropout
0.0,0.6666666666666665,0.9933986797359473,0.8524262131065534,0.5232616308154077,0.18403680736147243,0.1466293258651732,0.6990000000000001,0.159631926385277,0.3690421335371268,0.9320000000000002,0.2222222222222222,0.8200000000000001,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,Enrolled
